classe	cpf	nome	reais	usd	euros	libras	total
Microempresa	29.480.506/0001-27	ENGESAFI ENG DE SIST DE AR COND E FRIO INDUSTRIAL LTDA - EPP	296868.75	0	0	0	296868.75
Microempresa	07.906.636/0001-46	NOVAS MIDIAS DIGITAIS PROGRAMADORA LTDA	294875.12	0	0	0	294875.12
Microempresa	18.505.934/0001-40	AXWAY SOFTWARE DO BRASIL LTDA	292385.82	0	0	0	292385.82
Microempresa	07.893.150/0001-10	TELEQUIPE SERVICOS E ALUGUEIS DE MAQUINAS EQUIPAMENTOS E SOFTWARE LTDA	287862.5	0	0	0	287862.5
Microempresa	17.165.639/0001-20	DG SP COMUNICACAO LTDA	280792.6	0	0	0	280792.6
Microempresa	94.327.996/0001-98	TECNOSERVICE ENGª DE INFRA-ESTRUTURA LTDA	275604.85	0	0	0	275604.85
Microempresa	06.301.219/0001-07	E.LIFE MONITOR ESTUDOS DE MERCADO LTDA	270875	0	0	0	270875
Microempresa	24.472.628/0001-58	INNOVARE COMERCIO DE TELEFONIA EIRELI - ME	262698.25	0	0	0	262698.25
Microempresa	12.080.674/0001-22	ALAB - ASSESSORIA PATRIMONIAL DE EMPRESAS LTDA	259708.53	0	0	0	259708.53
Microempresa	02.773.673/0001-00	SOLUCAO GESTAO INTELIGENCIA E SERVICOS DE MARKETING	259308.4	0	0	0	259308.4
Microempresa	15.121.085/0001-33	D.T. TAVARES ME	253545.5	0	0	0	253545.5
Microempresa	21.231.062/0001-84	LIDER QUEIMADOS SERVICOS LTDA ME	251263.1	0	0	0	251263.1
Microempresa	12.480.105/0004-17	ATENDE SUL PRESTADORA DE SERVICOS LTDA	238722.05	0	0	0	238722.05
Microempresa	08.602.321/0001-78	INOVE RECUPERACAO E COBRANCA DE ATIVOS LTDA	237115.54	0	0	0	237115.54
Microempresa	15.095.756/0001-39	LTEL TELECOMUNICACOES LTDA	234200.95	0	0	0	234200.95
Microempresa	03.085.302/0001-06	TMN TECHNOLOGIES TELECOMUNICACOES LTDA	229731.49	0	0	0	229731.49
Microempresa	11.349.821/0001-54	VEGA4 EMPREENDIMENTOS COMERCIA	221789.29	0	0	0	221789.29
Microempresa	10.467.944/0001-27	VONIX TECNOLOGIA LTDA	221577.43	0	0	0	221577.43
Microempresa	10.810.103/0001-70	CONEKTA SERVICOS EM TELECOM LTDA	219820.41	0	0	0	219820.41
Microempresa	04.475.718/0001-95	TI SPARKLE BRASIL TELECOMUNICACOES LTDA	218600.86	0	0	0	218600.86
Microempresa	02.874.148/0001-80	VERSATIL TECNOLOGIA DA INFORMACAO LTDA	213796.14	0	0	0	213796.14
Microempresa	05.388.259/0002-56	MG TELECOMUNICACOES LTDA ME	211670.45	0	0	0	211670.45
Microempresa	03.470.569/0001-09	KLIFT SERVICOS DE CLIMATIZACAO LTDA	195896.31	0	0	0	195896.31
Microempresa	21.162.495/0001-25	LIDER GUADALUPE SERVICOS DE TELEFONIA LTDA	191781.2	0	0	0	191781.2
Microempresa	19.690.291/0001-15	TELESET SERVICOS DE TELECOMUNICACAO LTDA	191759.5	0	0	0	191759.5
Microempresa	05.684.454/0001-42	LANCHONETE E CHURRASCARIA RODRIGO LTDA ME	190600	0	0	0	190600
Microempresa	07.791.201/0001-01	RENNOV SERVICOS DE COBRANCA LTDA	190207.41	0	0	0	190207.41
Microempresa	10.657.289/0001-70	OFICINA COMERCIO E SERVICOS EIRELI	186006.84	0	0	0	186006.84
Microempresa	08.469.775/0001-12	VIA SUL EQUIPAMENTOS DE INFORMATICA E DE TELECOMUNICACOES LTDA	184262.58	0	0	0	184262.58
Microempresa	16587135000135M	SBA TORRES BRASIL LIMITADA	178690.32	0	0	0	178690.32
Microempresa	19.233.178/0001-00	LIDER TEL TELECOMUNICACOES LTDA ME	169753.5	0	0	0	169753.5
Microempresa	17.030.838/0001-20	DEVELOP INTEGRADORA DE EVENTOS DE CONTEUDO DIFERENCIADO LTDA	155654.02	0	0	0	155654.02
Microempresa	04.718.005/0001-05	TI METRICAS SERVICOS LTDA	154459.95	0	0	0	154459.95
Microempresa	66.512.682/0001-20	NOVASISTEMAS ENGENHARIA E COMERCIO LTDA	150579.5	0	0	0	150579.5
Microempresa	21.133.247/0001-56	DINAMICA PRESTADORA DE SERVICOS DE ATENDIMENTO LTDA - ME	140971.21	0	0	0	140971.21
Microempresa	03.394.175/0001-19	NILSON PEREIRA DE ABREU ME	135359.79	0	0	0	135359.79
Microempresa	17.774.087/0001-57	M2B SERVICOS INTELIGENTES DE TELECOM LTDA - EPP	134490.22	0	0	0	134490.22
Microempresa	10.193.108/0001-00	RELAMPAGO COMUNICACAO LTDA ME	134389.36	0	0	0	134389.36
Microempresa	21.881.274/0001-07	JV. DE CAMPOS CARONI LTDA - ME	130346.86	0	0	0	130346.86
Microempresa	66.320.136/0001-97	AMW EQUIPAMENTOS MECANICOS,SERVICOS,IND.E COMERCIO LTDA	129836.01	0	0	0	129836.01
Microempresa	14.584.453/0001-17	SJR ASSESSORIA E TRADUCAO LTDA	123575.17	0	0	0	123575.17
Microempresa	11.608.145/0001-96	LION TOOLS EQUIPAMENTOS INDUSTRIAIS LTDA - ME	121136.81	0	0	0	121136.81
Microempresa	05.025.319/0001-95	L SIGMARINGA SUPERGERA COMERCIO E SERVICOS EIRELI - ME	120226.27	0	0	0	120226.27
Microempresa	18.817.686/0001-73	RIBEIRO E NOGUEIRA PRESTACAO DE SERVICO E REPRESENTACAO LTDA - ME	118506.33	0	0	0	118506.33
Microempresa	15.317.324/0001-25	AMPEREX ELETRONICA LTDA	117508.19	0	0	0	117508.19
Microempresa	02.525.028/0001-78	NEWTAN INFORMATICA LTDA	114366.82	0	0	0	114366.82
Microempresa	16.732.390/0001-24	REDE TECNOCARD COMERCIO VAREJISTA LTDA	114092.83	0	0	0	114092.83
Microempresa	09.142.194/0001-34	FUTURA SISTEMAS DE TELECOMUNICACOES LTDA - EPP	110579.1	0	0	0	110579.1
Microempresa	09.397.481/0001-95	BLINDAQUO LOCACAO DE VEICULOS LTDA - EPP	108132	0	0	0	108132
Microempresa	18.213.935/0001-11	SELEME E SANTOS TEL JOINVILLE LTDA - ME	107950.88	0	0	0	107950.88
Microempresa	27.731.959/0001-53	CGE ENGENHARIA COMERCIO E INDUSTRIA LTDA	107000	0	0	0	107000
Microempresa	13.840.710/0001-71	ROUTER TELECOM - ROUTER TELECOM LTDA - ME	105799.1	0	0	0	105799.1
Microempresa	14.080.623/0001-26	ESTACAO CURITIBA LTDA ME	105159	0	0	0	105159
Microempresa	04.607.338/0001-67	ATUAL PRESTACAO DE SERVICOS LTDA	103821.7	0	0	0	103821.7
Microempresa	04.469.948/0001-41	MV COMERCIO E SERVICOS ELETROMECANICOS EIRELI - ME	103752.34	0	0	0	103752.34
Microempresa	12.667.482/0001-17	VOXCLUB SERVICOS DE TELEFONIA MOVEL LTDA - ME	102995.99	0	0	0	102995.99
Microempresa	10.249.190/0001-39	SR RISTOV LTDA	102788.57	0	0	0	102788.57
Microempresa	10.412.006/0001-20	SELEME E SANTOS LTDA	96389.9	0	0	0	96389.9
Microempresa	23.689.444/0001-81	SPUTNIK CURSOS EIRELI - ME	94230	0	0	0	94230
Microempresa	31.607.906/0001-00	LYVEY ADMINISTRACAO E EMPREENDIMENTOS LTDA	93602.31	0	0	0	93602.31
Microempresa	24.322.684/0001-06	CONDOMINIO PARQUE DE SERVICOS SIA/SUL	93204.17	0	0	0	93204.17
Microempresa	07.796.259/0001-30	PREMIUMBRAVO AUDITORES INDEPENDENTES	92192.06	0	0	0	92192.06
Microempresa	01.059.719/0001-60	NILRAM ENGENHARIA CONSULTIVA LTDA	91687.54	0	0	0	91687.54
Microempresa	17.616.685/0001-06	TELEGLOBO TELECOMUNICACOES EIRELI - EPP	88421.72	0	0	0	88421.72
Microempresa	88.321.385/0002-10	LOJA MAROSTICA DE CALCADOS LTDA	88238.61	0	0	0	88238.61
Microempresa	02.617.190/0001-16	INSIDER PESQUISAS E MARKETING LTDA	88216	0	0	0	88216
Microempresa	07.515.493/0001-41	POS POINT OF SALE - SERVICOS DE COBRANCAS LTDA - EPP	87454.5	0	0	0	87454.5
Microempresa	01.679.153/0001-70	REDENTORE ALIMENTOS LTDA - ME	87138.97	0	0	0	87138.97
Microempresa	03.596.774/0001-15	B S CONSULTING ASSESSORIA COMERCIAL E MERCADOLOGICA LTDA	85859.17	0	0	0	85859.17
Microempresa	09.365.878/0001-03	TONNO TECNOLOGIA LTDA	85216.18	0	0	0	85216.18
Microempresa	06.373.224/0001-25	DISK TOK TELECOMUNICACOES LTDA	84760.43	0	0	0	84760.43
Microempresa	23.980.480/0001-08	S A TELECOM EIRELI - ME	84496.58	0	0	0	84496.58
Microempresa	71.841.282/0001-06	MIDIA DO BRASIL COMUNICACOES SERVICOS DE TELEVISAO LTDA	81611.82	0	0	0	81611.82
Microempresa	11.062.888/0001-03	FALA TELECOMUNICACOES LTDA	80613.98	0	0	0	80613.98
Microempresa	12.058.535/0001-00	MOBILENET TELEFONIA LTDA	79399.62	0	0	0	79399.62
Microempresa	93.487.478/0001-79	LAZZARETTI E GHELLER LTDA ME	77899.42	0	0	0	77899.42
Microempresa	097.979.200-00	CASSI INDUSTRIA METALURGICA LTDA	76295.84	0	0	0	76295.84
Microempresa	133.492.870-34	GELDORADO COMERCIO DE GELOS LTDA	76026.3	0	0	0	76026.3
Microempresa	02.523.031/0001-52	BARREIRA MARCENARIA E SERVICOS LTDA	75938	0	0	0	75938
Microempresa	02.328.767/0001-70	ZERBIELLI & ZERBIELLI LTDA	75750.63	0	0	0	75750.63
Microempresa	373.651.690-87	TAMBOR EMBALAGENS INDUSTRIAIS LTDA	75701.55	0	0	0	75701.55
Microempresa	03.174.818/0001-19	CNC CONSULTORIA EM COBRANCA LTDA	74860	0	0	0	74860
Microempresa	20.266.674/0001-40	NOVA TELEFONICA LTDA ME	74336.29	0	0	0	74336.29
Microempresa	09.240.963/0001-37	MMGA NUCLEO DE PESQUISA CRIATIVA LTDA - EPP	73738.18	0	0	0	73738.18
Microempresa	19.560.594/0001-13	SILVA & SILVA TELECOMUNICACOES LTDA - ME	73388.99	0	0	0	73388.99
Microempresa	17.790.399/0001-54	WCELL TELECOMUNICACOES LTDA ME	73255.12	0	0	0	73255.12
Microempresa	28.610.236/0001-69	CERAL COOPERATIVA DE ELTRIF RURAL DE ARARUAMA LTDA	71900.16	0	0	0	71900.16
Microempresa	02.951.165/0001-74	LOCSITE LOCACAO E DESENVOLVIMENTO DE SITES LTDA	69419.85	0	0	0	69419.85
Microempresa	15.815.183/0001-70	TGC TELECOMUNICACOES LTDA ME	69350	0	0	0	69350
Microempresa	59.028.498/0001-43	AMAR E HAMAR COMUNICACAO E PLANEJAMENTO S/S LTDA - EPP	67429	0	0	0	67429
Microempresa	08.496.034/0001-20	TEL NET SERVICOS DE TELEFONIA LTDA - ME	67099.45	0	0	0	67099.45
Microempresa	07.794.916/0001-00	ANTONIO CARLOS C ALVES - ME	66904.77	0	0	0	66904.77
Microempresa	19.031.911/0001-04	DFS TELECOM LTDA - ME	66675.34	0	0	0	66675.34
Microempresa	21.346.340/0001-49	EQUIPE TELECOMUNICACOES LTDA ME	66636.67	0	0	0	66636.67
Microempresa	10.303.962/0002-54	FACIL TELECOM COM E SERV LTDA	66206.08	0	0	0	66206.08
Microempresa	82.997.446/0001-05	COMERCIO E REPRESENTACAO RS II LTDA ME	65641.45	0	0	0	65641.45
Microempresa	19.805.329/0001-58	VINCIGUERA & LAPRANO LTDA ME	64913.62	0	0	0	64913.62
Microempresa	17.198.501/0001-27	COMUNIK.CELL. LTDA - ME	64908.57	0	0	0	64908.57
Microempresa	10.470.577/0004-63	CALLTECH COMERCIO E SERVICOS DE TELECOMUNICACAO LTDA - ME	64298.08	0	0	0	64298.08
Microempresa	12.188.628/0001-41	DFG SERVICOS E COMERCIO DE EQUIPAMENTOS DE TELECOMUNICACAO LTDA - ME	63499.33	0	0	0	63499.33
Microempresa	08.937.464/0001-30	CARVALHO VIANA TELECOMUNICACOES EM TELEFONIA CELULAR LTDA - ME	63369.5	0	0	0	63369.5
Microempresa	20.621.434/0001-16	VISAO TELECOM LTDA - ME	63115.92	0	0	0	63115.92
Microempresa	14.213.097/0001-25	GARAVELO TELECOMUNICACOES LTDA	62711.6	0	0	0	62711.6
Microempresa	17.152.926/0001-03	LIDER TELECOM LTDA ME	62284	0	0	0	62284
Microempresa	03.949.994/0001-85	RALFTEC ENGENHARIA LTDA	61712.23	0	0	0	61712.23
Microempresa	08.492.359/0001-35	NORT SAT TELECOMUNICACOES LTDA	61054	0	0	0	61054
Microempresa	22.328.639/0001-33	SELLS TELECOMUNICACOES LTDA - ME	60239.27	0	0	0	60239.27
Microempresa	11.191.528/0001-01	ESTACAO GSM LTDA ME	59547.41	0	0	0	59547.41
Microempresa	02.378.872/0001-13	CLASS COMERCIAL LTDA	59237	0	0	0	59237
Microempresa	19.687.175/0001-47	ATITUDE SERVICOS EM TELECOMUNICACOES - EIRELI - ME	58593.16	0	0	0	58593.16
Microempresa	03.425.449/0001-90	J E J TV POR ASSINATURA LTDA - EPP	57896.66	0	0	0	57896.66
Microempresa	04.166.887/0001-43	A.M.S. PORTARIA E LIMPEZA LTDA	56325.14	0	0	0	56325.14
Microempresa	17.246.212/0001-56	TWM INDUSTRIA E COMERCIO DE MOVEIS PARA ESCRITORIO EIRELI - EPP	56090	0	0	0	56090
Microempresa	00.688.710/0001-56	EXMARC TELECOMUNICACOES E REPRESENTACAO COMERCIAL LTDA	55804.9	0	0	0	55804.9
Microempresa	04.742.704/0001-90	PRIME SOLUCOES LTDA-ME	55561.72	0	0	0	55561.72
Microempresa	13.534.124/0001-07	CAMPOS SERVICOS DE TELEFONIA EIRELI - EPP	55488.93	0	0	0	55488.93
Microempresa	02.688.798/0001-31	AEROMAGIC BALONISMO E INFLAVEIS LTDA - EPP	54488	0	0	0	54488
Microempresa	11.512.890/0001-37	AGILIZA SOLUCOES EM TELEFONIA LTDA - EPP	54344.94	0	0	0	54344.94
Microempresa	15.706.824/0001-59	SONAR SOLUCOES EM ENERGIA EIRELI	54185.62	0	0	0	54185.62
Microempresa	29.056.579/0001-96	TEIXEIRA ABC REFRIGERACAO LTDA	54108.82	0	0	0	54108.82
Microempresa	18.547.176/0001-23	NOVATEL COMERCIO E SERVICOS DE TELEFONIA LTDA - ME	53074.4	0	0	0	53074.4
Microempresa	12.340.109/0001-57	AVENIDA TELECOM LTDA - ME	52816.62	0	0	0	52816.62
Microempresa	12.911.797/0001-68	WT SERVICOS DE TELEATENDIMENTO EIRELI - EPP	52441.35	0	0	0	52441.35
Microempresa	19.844.178/0001-47	VOX CONSULTORIA EMPRESARIAL LTDA	52098.1	0	0	0	52098.1
Microempresa	20.278.035/0001-02	PULSAR TELEFONICA LTDA ME	52028.01	0	0	0	52028.01
Microempresa	01.209.604/0001-05	SUPRASET GRAFICA E EDITORA LTD	51560.01	0	0	0	51560.01
Microempresa	17.417.753/0001-08	BRNET TELECOMUNICACOES LTDA ME	51163.21	0	0	0	51163.21
Microempresa	23.641.362/0001-67	SAM COMERCIO E SERVICOS DE TELEFONIA LTDA - ME	50894.35	0	0	0	50894.35
Microempresa	20.202.145/0001-82	VALORANCE APOIO E SERVICOS LTD	50697.46	0	0	0	50697.46
Microempresa	06.135.193/0001-74	SAMURAN ELETRONICS & CALL CENTER LTDA ME	50654.5	0	0	0	50654.5
Microempresa	16.959.632/0001-17	NTX TELECOM REPRESENTACOES LTDA	50436.69	0	0	0	50436.69
Microempresa	10.219.030/0001-47	SOLUCAO VITORIA TELECOM LTDA - ME	50011.99	0	0	0	50011.99
Microempresa	07.944.370/0001-26	COMERCIO DE MATERIAIS DE COMUN	46676.74	0	0	0	46676.74
Microempresa	07.224.023/0001-29	E C DOS SANTOS COMUNICACAO LTD	44310.85	0	0	0	44310.85
Microempresa	14.841.254/0001-47	GEMINI TELECOMUNICACOES LTDA	44000.59	0	0	0	44000.59
Microempresa	12.757.892/0001-59	ATENDE PALMAS COMERCIO E SERVICOS EM TELECOMUNICACOES LTDA - ME	42979.59	0	0	0	42979.59
Microempresa	17.971.138/0001-30	RM SERVICOS DE TELEFONIA LTDA - ME	42929.32	0	0	0	42929.32
Microempresa	23.584.173/0001-08	SMART COMUNICACOES LTDA - ME	42544.87	0	0	0	42544.87
Microempresa	874.790.001-45	EFETIVA INFORMATICA LTDA	41413.56	0	0	0	41413.56
Microempresa	11.228.246/0002-12	ESTACAO MOVEL LTDA ME	41238	0	0	0	41238
Microempresa	04.676.578/0001-13	COMERCIAL DE MEDICAMENTOS PLANALTO LTDA ME	40845.4	0	0	0	40845.4
Microempresa	09.506.416/0002-31	FIRST IMPORT LTDA ME	40683.98	0	0	0	40683.98
Microempresa	11.502.735/0001-30	ALCANTARA ANDRADE COMERCIAL LTDA - ME	39833	0	0	0	39833
Microempresa	15.708.121/0001-60	MAIS TELECOMUNICACOES LTDA - ME	39269.38	0	0	0	39269.38
Microempresa	03.689.397/0001-69	RADIO JARDIM LTDA - ME	39183.63	0	0	0	39183.63
Microempresa	09.385.315/0001-79	LUCA CONSULTORIA DE ENGENHARIA LTDA	37142.71	0	0	0	37142.71
Microempresa	10.441.846/0001-10	HMS COMERCIO DE TELEFONIA LTDA	36904.6	0	0	0	36904.6
Microempresa	03.239.981/0001-12	M3& INFORMATICA LTDA - ME	36793.38	0	0	0	36793.38
Microempresa	11.508.590/0001-84	FREITAS & FREITAS TELECOMUNICACOES LTDA	36636.69	0	0	0	36636.69
Microempresa	73.227.514/0001-58	VACINE LTDA	36000	0	0	0	36000
Microempresa	24.341.253/0001-97	DELTA TELECOM LTDA - ME	35844.52	0	0	0	35844.52
Microempresa	11.166.506/0001-91	GOLDENCELL TELEFONIA LTDA ME	35591.3	0	0	0	35591.3
Microempresa	08.277.328/0001-61	CORREA E OLIVEIRA COMECIO DE FRALDAS LTDA ME	35200	0	0	0	35200
Microempresa	85.369.528/0001-95	AUTO MECANICA KUHLMANN LTDA ME	35200	0	0	0	35200
Microempresa	17.930.473/0001-90	AGER INCORPORADORA E CONSTRUTORA LTDA ME	35200	0	0	0	35200
Microempresa	18.644.241/0001-39	CALLSUL COMERCIO DE EQUIPAMENT	34584.33	0	0	0	34584.33
Microempresa	09.002.997/0001-93	BOSS E GOL MACEIO COMERCIO E SERVICOS DE TELECOMUNICACOES LTDA - ME	33764.38	0	0	0	33764.38
Microempresa	22.807.158/0001-00	CWTEL COMERCIO E INSTALACOES DE SISTEMAS DE TELECOMUNICACOES LTDA - ME	33551.08	0	0	0	33551.08
Microempresa	03.566.848/0001-70	ANDREA SANTANA SOBRAL SILVA & CIA LTDA - ME	33464	0	0	0	33464
Microempresa	05.016.279/0001-15	ATIVA RECUPERACAO DE CREDITO LTDA	32798.2	0	0	0	32798.2
Microempresa	19.424.155/0001-83	AGILI TELECOM EIRELI ME	31080.24	0	0	0	31080.24
Microempresa	09.556.740/0001-83	CLARA MARTINS ME	30384.06	0	0	0	30384.06
Microempresa	07.066.837/0001-82	EULALIA CRISTINA ANTUNES PEREIRA ME	30182.5	0	0	0	30182.5
Microempresa	19.060.882/0001-09	ALADDIN MARMORES E GRANITOS EIRELI ME	28731.13	0	0	0	28731.13
Microempresa	10.820.834/0001-05	INSTITUTO TIRADENTES LTDA ME	27977.48	0	0	0	27977.48
Microempresa	03.585.524/0001-80	FERNANDEZ & CIA INDUSTRIA E COMERCIO DE PLASTICOS LTDA EPP	27934.06	0	0	0	27934.06
Microempresa	15.617.709/0001-08	APTEC SOLUCOES EM TECNOLOGIA LTDA	27571.5	0	0	0	27571.5
Microempresa	23.871.477/0001-48	VETRO CONSULTORIA EIRELI -ME	27478.92	0	0	0	27478.92
Microempresa	12.385.624/0001-53	T&S TELEFONIA LTDA	26822.54	0	0	0	26822.54
Microempresa	05.912.011/0001-61	CENTRAL TELEINFORMATICA LDA. -	26616.28	0	0	0	26616.28
Microempresa	04.999.708/0001-59	BONATTI COMERCIO DE FRESAS E FERRAGENS LTDA ME	25308.25	0	0	0	25308.25
Microempresa	03.647.984/0001-95	DATTECH INSTALACAO E MANUTENCAO LTDA - EPP	25242.91	0	0	0	25242.91
Microempresa	04.318.651/0001-85	CHC COMERCIO DE PRODUTOS PARA PISCINAS LTDA ME	24859.14	0	0	0	24859.14
Microempresa	19.664.230/0002-64	NEO CENTER INFORMATICA LTDA	24487.26	0	0	0	24487.26
Microempresa	03.574.500/0001-25	FATOR TELECOMUNICACOES LTDA	24435.46	0	0	0	24435.46
Microempresa	13.931.812/0001-00	ADIR RIB DE OLIVEIRA E CIA LTDA	24120	0	0	0	24120
Microempresa	93.673.077/0001-03	GILCEU ALBERTO ROSSI ME	23993.05	0	0	0	23993.05
Microempresa	00.682.906/0001-33	NEW SOM ESTUDIO DIGITAL LTDA E	23868.3	0	0	0	23868.3
Microempresa	93.489.961/0001-92	VILMA M.N. MIGLIAVACCA ME	23830.28	0	0	0	23830.28
Microempresa	02.773.665/0001-63	FREE-AR REFRIGERACAO LTDA - EP	23521.19	0	0	0	23521.19
Microempresa	02.438.209/0001-67	GRADUAL ELETRO ELETRONICA E TE	23115.4	0	0	0	23115.4
Microempresa	02.283.278/0001-49	AOL BRASIL LTDA	23030.39	0	0	0	23030.39
Microempresa	10.177.395/0001-56	MARTA PRA FERNANDES ME	22997.14	0	0	0	22997.14
Microempresa	02.973.044/0001-23	COMERCIAL MC LTDA ME	22915.66	0	0	0	22915.66
Microempresa	92.154.533/0001-46	ROOS E MOTTA LTDA	22679.73	0	0	0	22679.73
Microempresa	90.292.244/0001-88	J.A. INDUSTRIA E COMERCIO DE IMOVEIS LTDA	22679.73	0	0	0	22679.73
Microempresa	09.308.349/0001-60	M C MARTINS MANUTENCAO E REFRIGERACAO - ME	22500	0	0	0	22500
Microempresa	12.235.802/0001-60	FIXA COMERCIO E SERVICOS DE TELEFONIA LTDA – ME	22461.04	0	0	0	22461.04
Microempresa	04.638.626/0001-89	PARANA COMERCIO DE AUTOMOVEIS LTDA ME	21623.55	0	0	0	21623.55
Microempresa	04.425.711/0001-69	ALIANCA SERVICOS POSTUMOS LTDA ME	21600	0	0	0	21600
Microempresa	21.231.639/0001-58	CONFORTIN & KUHN LTDA ME	21432.9	0	0	0	21432.9
Microempresa	15.656.633/0001-20	SANDY SANTANA DA SILVA EIRELI	21223.86	0	0	0	21223.86
Microempresa	03.891.283/0001-05	CENTERPAR COMERCIO DE PECAS PARA AR CONDICIONADO EIRELI - EPP	21200	0	0	0	21200
Microempresa	05.558.199/0001-91	MARINS CORRESPONDENTE LTDA ME	21151.52	0	0	0	21151.52
Microempresa	14.779.354/0001-90	COMPLUS TELECOMUNICACOES LTDA	20986.48	0	0	0	20986.48
Microempresa	12.215.198/0001-00	ALFA TELECOM GOIAS LTDA	20825.14	0	0	0	20825.14
Microempresa	09.721.383/0002-42	JCG CELULARES E EQUIPAMENTOS LTDA	20791.09	0	0	0	20791.09
